age_group,mean_ghgs,mean_land,mean_watscar,mean_eut,mean_ghgs_ch4,mean_ghgs_n2o,mean_bio,mean_watuse,mean_acid
20-29,6.069516432168084,10.060603813630333,18157.112625483747,25.366128060877333,1.1023532544080001,0.4343504257395834,271.13889579758916,746.6787637187584,27.441144582922668
30-39,6.035578604618084,10.01035085440725,18214.00436435775,24.621969600417167,1.0862237664186667,0.42785003648291664,271.46323297982167,742.0629073035334,27.14576105816858
40-49,6.165241936426333,10.622989462004083,17924.219564396415,24.464953018019834,1.12848457500175,0.43424486739075,275.2823113451375,717.84197977695,27.348964803296663
50-59,6.185461981061,10.768530323017167,18057.825445451166,24.237946500797918,1.14214393771525,0.43509446016450004,272.7149741318075,725.83483322835,27.505688338809083
60-69,6.1972271022703325,10.849969362585833,18589.80140030608,24.2501108958595,1.15570801766,0.4388549436135,274.89643641930746,744.9421643665418,27.725064974071003
70-79,6.388382897614834,11.3527136312205,19004.051933236584,24.775365284353164,1.21259424550425,0.4533005150703333,282.66708767263833,760.9153130012166,28.149737938102334
